iteration,EPT,EPI
68800,1.010E-03,0.000E+00
68900,1.010E-03,0.000E+00
69000,1.010E-03,0.000E+00
69100,9.916E-04,0.000E+00
69200,9.715E-04,0.000E+00
69300,1.026E-03,0.000E+00
69400,1.053E-03,0.000E+00
69500,1.023E-03,0.000E+00
69600,9.948E-04,0.000E+00
69700,9.931E-04,0.000E+00
69800,9.741E-04,0.000E+00
69900,9.941E-04,0.000E+00
70000,1.042E-03,0.000E+00
70100,1.067E-03,0.000E+00
70200,1.109E-03,0.000E+00
70300,1.145E-03,0.000E+00
70400,1.135E-03,0.000E+00
70500,1.120E-03,0.000E+00
70600,1.158E-03,0.000E+00
70700,1.164E-03,0.000E+00
70800,1.195E-03,0.000E+00
70900,1.142E-03,0.000E+00
71000,1.070E-03,0.000E+00
71100,9.991E-04,0.000E+00
71200,9.867E-04,0.000E+00
71300,9.977E-04,0.000E+00
71400,1.025E-03,0.000E+00
71500,1.006E-03,0.000E+00
71600,9.815E-04,0.000E+00
71700,9.980E-04,0.000E+00
71800,1.058E-03,0.000E+00
71900,1.031E-03,0.000E+00
72000,9.928E-04,0.000E+00
72100,9.926E-04,0.000E+00
72200,9.755E-04,0.000E+00
72300,9.623E-04,0.000E+00
72400,1.005E-03,0.000E+00
72500,9.790E-04,0.000E+00
72600,9.972E-04,0.000E+00
72700,1.091E-03,0.000E+00
72800,1.078E-03,0.000E+00
72900,1.037E-03,0.000E+00
73000,1.070E-03,0.000E+00
73100,1.081E-03,0.000E+00
73200,1.077E-03,0.000E+00
73300,1.071E-03,0.000E+00
73400,1.017E-03,0.000E+00
73500,9.793E-04,0.000E+00
73600,1.005E-03,0.000E+00
73700,1.012E-03,0.000E+00
73800,1.001E-03,0.000E+00
73900,9.708E-04,0.000E+00
74000,1.009E-03,0.000E+00
74100,1.049E-03,0.000E+00
74200,1.036E-03,0.000E+00
74300,9.956E-04,0.000E+00
74400,9.957E-04,0.000E+00
74500,9.831E-04,0.000E+00
74600,9.723E-04,0.000E+00
74700,1.027E-03,0.000E+00
74800,1.092E-03,0.000E+00
74900,1.085E-03,0.000E+00
75000,1.138E-03,0.000E+00
75100,1.150E-03,0.000E+00
75200,1.111E-03,0.000E+00
75300,1.153E-03,0.000E+00
75400,1.150E-03,0.000E+00
75500,1.192E-03,0.000E+00
75600,1.165E-03,0.000E+00
75700,1.098E-03,0.000E+00
75800,1.051E-03,0.000E+00
75900,1.001E-03,0.000E+00
76000,9.777E-04,0.000E+00
76100,1.027E-03,0.000E+00
76200,1.015E-03,0.000E+00
76300,9.919E-04,0.000E+00
76400,9.586E-04,0.000E+00
76500,1.040E-03,0.000E+00
76600,1.043E-03,0.000E+00
76700,1.008E-03,0.000E+00
76800,9.943E-04,0.000E+00
76900,1.021E-03,0.000E+00
77000,9.556E-04,0.000E+00
77100,9.748E-04,0.000E+00
77200,9.816E-04,0.000E+00
77300,9.776E-04,0.000E+00
77400,1.059E-03,0.000E+00
77500,1.095E-03,0.000E+00
77600,1.047E-03,0.000E+00
77700,1.042E-03,0.000E+00
77800,1.082E-03,0.000E+00
77900,1.071E-03,0.000E+00
78000,1.086E-03,0.000E+00
78100,1.038E-03,0.000E+00
78200,9.776E-04,0.000E+00
78300,9.978E-04,0.000E+00
78400,1.012E-03,0.000E+00
78500,1.007E-03,0.000E+00
78600,9.836E-04,0.000E+00
78700,9.903E-04,0.000E+00
78800,1.036E-03,0.000E+00
78900,1.047E-03,0.000E+00
79000,1.013E-03,0.000E+00
79100,9.961E-04,0.000E+00
79200,9.897E-04,0.000E+00
79300,9.664E-04,0.000E+00
79400,1.009E-03,0.000E+00
79500,1.053E-03,0.000E+00
79600,1.066E-03,0.000E+00
79700,1.123E-03,0.000E+00
79800,1.148E-03,0.000E+00
79900,1.120E-03,0.000E+00
80000,1.137E-03,0.000E+00
80100,1.156E-03,0.000E+00
80200,1.179E-03,0.000E+00
80300,1.186E-03,0.000E+00
80400,1.124E-03,0.000E+00
80500,1.048E-03,0.000E+00
80600,1.001E-03,0.000E+00
80700,9.704E-04,0.000E+00
80800,1.017E-03,0.000E+00
80900,1.021E-03,0.000E+00
81000,1.001E-03,0.000E+00
81100,9.726E-04,0.000E+00
81200,1.016E-03,0.000E+00
81300,1.055E-03,0.000E+00
81400,1.021E-03,0.000E+00
81500,9.941E-04,0.000E+00
81600,9.900E-04,0.000E+00
81700,9.679E-04,0.000E+00
81800,9.300E-04,0.000E+00
81900,9.785E-04,0.000E+00
